Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature_Difference,Mechanical_Power,Thermal_Load_Index,Torque_Speed_Interaction,Temperature_Ratio,Wear_Load_Index,Machine failure
M,297.3,308.7,1542,37.0,184,11.399999999999977,5974.680908597069,68111.36235800644,57054.0,1.0383451059535822,6808.0,0
L,297.3,308.7,1506,39.3,187,11.399999999999977,6197.922482561159,70656.31630119708,59185.799999999996,1.0383451059535822,7349.099999999999,0
L,297.3,308.7,1492,43.6,189,11.399999999999977,6812.145734240012,77658.46137033598,65051.200000000004,1.0383451059535822,8240.4,0
H,297.3,308.8,1564,38.0,191,11.5,6223.704486271619,71572.60159212362,59432.0,1.0386814665321225,7258.0,0
H,297.4,308.9,1645,30.8,196,11.5,5305.731112892682,61015.90779826584,50666.0,1.03866845998655,6036.8,0
M,297.4,308.9,1348,59.1,201,11.5,8342.687787166911,95940.90955241949,79666.8,1.03866845998655,11879.1,0
M,297.4,308.8,1325,62.4,204,11.400000000000034,8658.22935329347,98703.81462754584,82680.0,1.0383322125084062,12729.6,1
L,297.5,308.9,1443,43.5,0,11.399999999999977,6573.3113887386035,74935.74983161993,62770.5,1.0383193277310923,0.0,0
M,297.5,308.9,1436,44.8,2,11.399999999999977,6736.915062162047,76800.8317086472,64332.799999999996,1.0383193277310923,89.6,0
L,297.5,308.9,1596,30.7,5,11.399999999999977,5130.974785548994,58493.11255525841,48997.2,1.0383193277310923,153.5,0
L,297.6,309.0,1491,43.2,7,11.399999999999977,6745.12509096343,76894.42603698294,64411.200000000004,1.0383064516129032,302.40000000000003,0
M,297.7,308.9,1573,35.1,9,11.199999999999989,5781.818535593192,64756.36759864369,55212.3,1.0376217668794088,315.90000000000003,0
L,297.7,308.9,1575,39.9,12,11.199999999999989,6580.85121110722,73705.53356440079,62842.5,1.0376217668794088,478.79999999999995,0
L,297.7,308.9,1458,41.1,14,11.199999999999989,6275.205661839469,70282.30341260198,59923.8,1.0376217668794088,575.4,0
M,297.7,309.0,1433,41.8,16,11.300000000000011,6272.650499814548,70880.95064790446,59899.399999999994,1.0379576755122608,668.8,0
L,297.7,308.9,1662,28.1,19,11.199999999999989,4890.642947549375,54775.20101255295,46702.200000000004,1.0376217668794088,533.9,0
M,297.7,308.9,1327,63.7,21,11.199999999999989,8851.95042828933,99141.84479684039,84529.90000000001,1.0376217668794088,1337.7,0
L,297.7,308.9,1742,26.3,24,11.199999999999989,4797.693692905164,53734.16936053779,45814.6,1.0376217668794088,631.2,0
L,297.8,308.9,1506,33.5,26,11.099999999999966,5283.216365541955,58643.70165751552,50451.0,1.037273337810611,871.0,0
L,297.9,309.1,1457,44.4,28,11.200000000000045,6774.404734494886,75873.33302634303,64690.799999999996,1.0375965088956027,1243.2,0
M,297.9,309.1,1488,37.3,30,11.200000000000045,5812.197736553403,65096.614649398376,55502.399999999994,1.0375965088956027,1119.0,0
L,297.9,309.1,1619,34.7,33,11.200000000000045,5883.082538793902,65890.52443449198,56179.3,1.0375965088956027,1145.1000000000001,0
M,298.0,309.2,1558,41.7,35,11.199999999999989,6803.4958824671285,76199.15388363176,64968.600000000006,1.0375838926174497,1459.5,0
L,298.0,309.2,1731,28.7,38,11.199999999999989,5202.446018418162,58267.39540628335,49679.7,1.0375838926174497,1090.6,0
M,298.0,309.1,1574,34.8,40,11.100000000000023,5736.0455306303875,63670.10538999743,54775.2,1.0372483221476512,1392.0,0
L,297.9,309.0,1290,49.8,43,11.100000000000023,6727.406508397182,74674.21224320887,64241.99999999999,1.0372608257804634,2141.4,0
H,297.9,308.9,1416,39.6,45,11.0,5872.013660677754,64592.1502674553,56073.6,1.0369251426653239,1782.0,0
L,297.9,308.9,1566,41.9,50,11.0,6871.228620078523,75583.51482086375,65615.4,1.0369251426653239,2095.0,0
L,297.9,309.0,1456,46.5,52,11.100000000000023,7089.9463006214455,78698.4039368982,67704.0,1.0372608257804634,2418.0,0
L,297.9,309.0,1528,37.5,54,11.100000000000023,6000.441968356505,66604.90584875733,57300.0,1.0372608257804634,2025.0,0
M,297.9,309.1,1338,49.6,56,11.200000000000045,6949.705604565197,77836.70277113053,66364.8,1.0375965088956027,2777.6,0
M,297.9,309.1,1558,39.2,59,11.200000000000045,6395.612436276054,71630.85928629209,61073.600000000006,1.0375965088956027,2312.8,0
M,297.9,309.1,1614,38.1,62,11.200000000000045,6439.573789475286,72123.22644212349,61493.4,1.0375965088956027,2362.2000000000003,0
H,298.0,309.1,1557,36.4,65,11.100000000000023,5934.971177455693,65878.18006975832,56674.799999999996,1.0372483221476512,2366.0,0
L,298.1,309.3,1443,45.3,70,11.199999999999989,6845.310480686408,76667.47738368768,65367.899999999994,1.037571284803757,3171.0,0
H,298.1,309.3,1332,51.0,72,11.199999999999989,7113.822404788728,79674.81093363368,67932.0,1.037571284803757,3672.0,0
M,298.1,309.3,1752,25.2,77,11.199999999999989,4623.419076435027,51782.29365607225,44150.4,1.037571284803757,1940.3999999999999,0
M,298.1,309.2,1460,45.8,80,11.099999999999966,7002.40058534141,77726.64649728942,66868.0,1.0372358269037234,3664.0,0
L,298.1,309.2,1802,26.9,83,11.099999999999966,5076.164465719364,56345.42556948477,48473.799999999996,1.0372358269037234,2232.7,0
L,298.0,309.2,1527,39.5,85,11.199999999999989,6316.329109674959,70742.88602835947,60316.5,1.0375838926174497,3357.5,0
L,298.0,309.2,1458,39.8,87,11.199999999999989,6076.7198379856645,68059.26218543938,58028.399999999994,1.0375838926174497,3462.6,0
H,298.0,309.2,1520,37.9,89,11.199999999999989,6032.69565293336,67566.19131285357,57608.0,1.0375838926174497,3373.1,0
L,298.0,309.2,1378,49.7,94,11.199999999999989,7171.899980978092,80325.27978695455,68486.6,1.0375838926174497,4671.8,0
M,297.9,309.2,1529,38.1,96,11.300000000000011,6100.438862520268,68934.9591464791,58254.9,1.0379321920107418,3657.6000000000004,0
L,298.0,309.2,1527,32.4,99,11.199999999999989,5180.988940594142,58027.07613465434,49474.799999999996,1.0375838926174497,3207.6,0
M,298.0,309.2,1438,42.9,101,11.199999999999989,6460.182637282835,72354.04553756767,61690.2,1.0375838926174497,4332.9,0
L,297.9,309.0,1583,36.7,104,11.100000000000023,6083.809365407267,67530.28395602081,58096.100000000006,1.0372608257804634,3816.8,0
L,297.8,308.9,1530,37.6,106,11.099999999999966,6024.318072523787,66869.93060501383,57528.0,1.037273337810611,3985.6000000000004,0
M,297.7,308.9,1530,39.1,108,11.199999999999989,6264.649910523407,70164.07899786209,59823.0,1.0376217668794088,4222.8,0
M,297.7,308.8,2089,19.1,111,11.100000000000023,4178.307757298913,46379.21610601803,39899.9,1.037285858246557,2120.1000000000004,0
L,297.7,308.8,1616,34.2,114,11.100000000000023,5787.567650149261,64242.00091665693,55267.200000000004,1.037285858246557,3898.8,0
M,297.7,308.9,1681,28.3,116,11.199999999999989,4981.759606478991,55795.70759256465,47572.3,1.0376217668794088,3282.8,0
L,297.6,308.8,1475,43.0,119,11.199999999999989,6641.85046846442,74388.72524680143,63425.0,1.0376344086021505,5117.0,0
L,297.5,308.7,1371,46.5,121,11.199999999999989,6676.04146851099,74771.66444732301,63751.5,1.0376470588235294,5626.5,0
M,297.5,308.7,1546,38.0,123,11.199999999999989,6152.076173769772,68903.25314622138,58748.0,1.0376470588235294,4674.0,0
H,297.4,308.6,1461,40.1,126,11.200000000000045,6135.122045415899,68713.36690865835,58586.1,1.0376597175521185,5052.6,0
L,297.4,308.7,1638,31.9,131,11.300000000000011,5471.837588463486,61831.764749637456,52252.2,1.0379959650302624,4178.9,0
M,297.3,308.7,1577,35.6,133,11.399999999999977,5879.092716123844,67021.65696381169,56141.200000000004,1.0383451059535822,4734.8,0
L,297.4,308.6,1532,38.7,136,11.200000000000045,6208.666729436436,69537.06736968836,59288.4,1.0376597175521185,5263.200000000001,0
M,297.3,308.5,1710,27.7,138,11.199999999999989,4960.260640752925,55554.9191764327,47367.0,1.0376723847965017,3822.6,0
M,297.3,308.6,1584,29.4,141,11.300000000000011,4876.757108020508,55107.355320631796,46569.6,1.0380087453750422,4145.4,0
L,297.3,308.6,1446,50.1,144,11.300000000000011,7586.380771741705,85726.10272068135,72444.6,1.0380087453750422,7214.400000000001,0
H,297.4,308.7,1522,46.3,146,11.300000000000011,7379.454535625256,83387.83625256547,70468.59999999999,1.0379959650302624,6759.799999999999,0
M,297.4,308.7,1382,49.9,151,11.300000000000011,7221.662808610954,81604.78973730386,68961.8,1.0379959650302624,7534.9,0
L,297.4,308.7,1584,38.2,154,11.300000000000011,6336.46671858447,71602.07392000458,60508.8,1.0379959650302624,5882.8,0
L,297.3,308.6,1385,55.2,156,11.300000000000011,8006.034718408229,90468.19231801308,76452.0,1.0380087453750422,8611.2,0
L,297.3,308.7,1592,34.4,158,11.399999999999977,5734.956445177143,65378.5034750193,54764.799999999996,1.0383451059535822,5435.2,0
M,297.2,308.6,1404,43.7,160,11.400000000000034,6425.059631415702,73245.67979813922,61354.8,1.0383580080753703,6992.0,0
L,297.2,308.5,1518,44.3,163,11.300000000000011,7042.131260433807,79576.0832429021,67247.4,1.038021534320323,7220.9,0
L,297.1,308.4,1529,40.4,165,11.299999999999955,6468.706825349575,73096.3871264499,61771.6,1.0380343318747896,6666.0,0
L,297.1,308.4,1550,37.0,167,11.299999999999955,6005.677956112488,67864.16090407084,57350.0,1.0380343318747896,6179.0,0
L,297.1,308.3,1773,23.8,169,11.199999999999989,4418.9013946863315,49491.69562048686,42197.4,1.0376977448670481,4022.2000000000003,0
L,297.2,308.5,1446,43.7,171,11.300000000000011,6617.262269962325,74775.06365057435,63190.200000000004,1.038021534320323,7472.700000000001,0
M,297.2,308.5,1487,46.9,173,11.300000000000011,7303.1871379716085,82526.01465907926,69740.3,1.038021534320323,8113.7,0
M,297.3,308.5,1524,49.3,176,11.199999999999989,7867.930305356421,88120.81941999182,75133.2,1.0376723847965017,8676.8,0
L,297.1,308.3,1403,54.1,179,11.199999999999989,7948.470269018952,89022.86701301218,75902.3,1.0376977448670481,9683.9,0
L,297.1,308.2,2267,15.7,181,11.099999999999966,3727.1750522434186,41371.64307990182,35591.9,1.0373611578593065,2841.7,0
M,297.1,308.2,1529,37.9,183,11.099999999999966,6068.415561404676,67359.4127315917,57949.1,1.0373611578593065,6935.7,0
L,297.1,308.2,1402,51.2,186,11.099999999999966,7517.035349901466,83439.09238390603,71782.40000000001,1.0373611578593065,9523.2,0
L,297.2,308.3,1693,28.0,188,11.100000000000023,4964.135271692352,55101.90151578522,47404.0,1.0373485868102288,5264.0,0
L,297.1,308.3,1496,45.8,190,11.199999999999989,7175.0625175827045,80360.7001969262,68516.8,1.0376977448670481,8702.0,0
L,297.1,308.1,1633,33.3,192,11.0,5694.545091676466,62639.99600844112,54378.899999999994,1.037024570851565,6393.599999999999,0
L,297.1,308.2,1399,42.6,194,11.099999999999966,6241.025133768411,69275.37898482915,59597.4,1.0373611578593065,8264.4,0
M,297.0,308.1,1363,45.3,196,11.100000000000023,6465.80608813276,71770.44757827379,61743.899999999994,1.0373737373737375,8878.8,0
H,297.1,308.2,1527,42.2,199,11.099999999999966,6748.078188057803,74903.66788744139,64439.4,1.0373611578593065,8397.800000000001,0
M,297.2,308.2,1405,42.5,204,11.0,6253.078377582684,68783.86215340953,59712.5,1.0370121130551817,8670.0,0
M,297.3,308.3,1459,59.6,207,11.0,9106.052914087184,100166.58205495903,86956.40000000001,1.0369996636394214,12337.2,1
M,297.4,308.4,1789,25.0,210,11.0,4683.5910477267835,51519.501524994615,44725.0,1.0369872225958305,5250.0,0
L,297.4,308.4,1531,41.5,213,11.0,6653.526721160263,73188.7939327629,63536.5,1.0369872225958305,8839.5,0
M,297.4,308.4,1620,35.8,215,11.0,6073.326917919787,66806.59609711765,57995.99999999999,1.0369872225958305,7696.999999999999,0
L,297.4,308.4,1571,39.4,0,11.0,6481.880570543628,71300.68627597991,61897.399999999994,1.0369872225958305,0.0,0
L,297.4,308.4,1434,39.9,2,11.0,5991.708340779525,65908.79174857477,57216.6,1.0369872225958305,79.8,0
L,297.4,308.4,1474,43.6,4,11.0,6729.9616704221025,74029.57837464313,64266.4,1.0369872225958305,174.4,0
M,297.3,308.3,1544,41.7,6,11.0,6742.360489428271,74165.96538371098,64384.8,1.0369996636394214,250.20000000000002,0
L,297.3,308.2,1601,35.7,9,10.899999999999977,5985.330907692739,65240.106893850716,57155.700000000004,1.0366633030608812,321.3,0
L,297.4,308.3,1801,26.9,11,10.900000000000034,5073.347504306645,55299.4877969426,48446.899999999994,1.0366509751176867,295.9,0
L,297.4,308.3,1465,42.0,13,10.900000000000034,6443.406532512666,70233.13120438828,61530.0,1.0366509751176867,546.0,0
M,297.4,308.4,1340,52.6,15,11.0,7381.0672198541,81191.7394183951,70484.0,1.0369872225958305,789.0,0
M,297.4,308.4,1517,41.0,18,11.0,6513.254609177479,71645.80070095227,62197.0,1.0369872225958305,738.0,0
M,297.3,308.4,1434,44.8,21,11.099999999999966,6727.532172103326,74675.6071103467,64243.2,1.0373360242179614,940.8,0
H,297.3,308.3,1935,19.3,24,11.0,3910.8116148212544,43018.9277630338,37345.5,1.0369996636394214,463.20000000000005,0
M,297.3,308.3,1595,32.2,29,11.0,5378.301903190607,59161.32093509668,51359.00000000001,1.0369996636394214,933.8000000000001,0
L,297.3,308.3,2188,17.0,32,11.0,3895.156011430865,42846.71612573951,37196.0,1.0369996636394214,544.0,0
M,297.3,308.4,1449,44.4,34,11.099999999999966,6737.208277476383,74783.01187998762,64335.6,1.0373360242179614,1509.6,0
L,297.3,308.3,1471,38.2,37,11.0,5884.433423634947,64728.76765998441,56192.200000000004,1.0369996636394214,1413.4,0
L,297.4,308.2,1639,33.8,39,10.800000000000011,5801.285938069936,62653.88813115537,55398.2,1.0363147276395428,1318.1999999999998,0
M,297.3,308.2,1846,24.5,41,10.899999999999977,4736.160364796853,51624.14797628559,45227.0,1.0366633030608812,1004.5,0
M,297.3,308.2,1452,38.2,44,10.899999999999977,5808.427825369097,63311.86329652303,55466.4,1.0366633030608812,1680.8000000000002,0
M,297.4,308.3,1483,41.9,47,10.900000000000034,6507.0447276988825,70926.78753191805,62137.7,1.0366509751176867,1969.3,0
L,297.4,308.3,1284,60.3,50,10.900000000000034,8107.9479840906815,88376.63302658871,77425.2,1.0366509751176867,3015.0,0
L,297.4,308.2,1419,50.0,52,10.800000000000011,7429.866625739861,80242.55955799058,70950.0,1.0363147276395428,2600.0,0
L,297.3,308.1,1763,28.4,54,10.800000000000011,5243.234363037268,56626.931120802554,50069.2,1.0363269424823411,1533.6,0
M,297.2,308.0,1478,42.5,56,10.800000000000011,6577.971417841429,71042.09131268751,62815.0,1.0363391655450875,2380.0,0
L,297.3,308.0,1518,36.0,59,10.699999999999989,5722.725177779167,61233.15940223703,54648.0,1.0359905819038009,2124.0,0
L,297.3,308.0,1447,49.0,61,10.699999999999989,7424.944797249236,79446.90933056675,70903.0,1.0359905819038009,2989.0,0
M,297.4,308.0,1355,55.1,63,10.600000000000023,7818.429277111358,82875.35033738057,74660.5,1.035642232683255,3471.3,0
L,297.4,308.1,1348,57.4,66,10.700000000000045,8102.711996334698,86699.01836078163,77375.2,1.035978480161399,3788.4,0
L,297.4,308.1,1348,53.7,68,10.700000000000045,7580.411745699884,81110.4056789891,72387.6,1.035978480161399,3651.6000000000004,0
M,297.4,308.1,1734,27.7,70,10.700000000000045,5029.878333956473,53819.698173334495,48031.799999999996,1.035978480161399,1939.0,0
L,297.3,308.0,1420,46.5,73,10.699999999999989,6914.645430551134,73986.70610689707,66030.0,1.0359905819038009,3394.5,0
L,297.3,307.9,1797,24.7,75,10.599999999999966,4648.080578765706,49269.65413491633,44385.9,1.0356542213252606,1852.5,0
M,297.3,308.0,1403,45.0,77,10.699999999999989,6611.481739479719,70742.85461243292,63135.0,1.0359905819038009,3465.0,0
L,297.3,307.9,1628,30.2,80,10.599999999999966,5148.609592311144,54575.261678497955,49165.6,1.0356542213252606,2416.0,0
M,297.2,307.9,1687,30.4,82,10.699999999999989,5370.531697360727,57464.689161759714,51284.799999999996,1.0360026917900402,2492.7999999999997,0
M,297.2,307.9,1456,44.9,85,10.699999999999989,6845.991159094686,73252.10540231306,65374.4,1.0360026917900402,3816.5,0
L,297.1,307.9,1496,44.7,88,10.799999999999955,7002.735688557792,75629.54543642384,66871.2,1.036351396836082,3933.6000000000004,0
L,297.1,307.8,1636,30.3,90,10.699999999999989,5191.042037085631,55544.14979681619,49570.8,1.0360148098283406,2727.0,0
L,297.1,307.8,1536,40.4,92,10.699999999999989,6498.321572097414,69532.04082144225,62054.399999999994,1.0360148098283406,3716.7999999999997,0
L,297.1,307.8,1454,50.6,94,10.699999999999989,7704.483711565657,82437.97571375244,73572.40000000001,1.0360148098283406,4756.400000000001,0
L,297.0,307.8,1396,50.0,96,10.800000000000011,7309.438907352252,78941.9401994044,69800.0,1.0363636363636364,4800.0,0
L,297.0,307.6,1575,37.4,98,10.600000000000023,6168.517175323559,65386.28205842987,58905.0,1.0356902356902358,3665.2,0
L,296.9,307.6,1514,35.7,100,10.700000000000045,5660.081820266587,60562.875476852736,54049.8,1.0360390703940723,3570.0000000000005,0
M,296.8,307.4,1455,49.9,102,10.599999999999966,7603.125460585337,80593.12988220432,72604.5,1.0357142857142856,5089.8,0
L,296.8,307.4,1549,48.3,105,10.599999999999966,7834.7865028610495,83048.73693032686,74816.7,1.0357142857142856,5071.5,0
L,296.8,307.5,1474,42.4,107,10.699999999999989,6544.733367566448,70028.64703296091,62497.6,1.0360512129380053,4536.8,0
H,296.7,307.4,1661,34.2,109,10.699999999999989,5948.731353278417,63651.425480079,56806.200000000004,1.0360633636670036,3727.8,0
L,296.7,307.4,1535,34.6,114,10.699999999999989,5561.77091416025,59510.94878151461,53111.0,1.0360633636670036,3944.4,0
M,296.9,307.5,1556,31.2,116,10.600000000000023,5083.850895745146,53888.819494898664,48547.2,1.0357022566520715,3619.2,0
L,296.9,307.6,1435,45.0,119,10.700000000000045,6762.27818685203,72356.37659931702,64575.0,1.0360390703940723,5355.0,0
M,296.9,307.5,1332,51.1,121,10.600000000000023,7127.771076170666,75554.37340740922,68065.2,1.0357022566520715,6183.1,0
L,297.0,307.6,1513,42.4,124,10.600000000000023,6717.897954632318,71209.71831910273,64151.2,1.0356902356902358,5257.599999999999,0
L,297.0,307.7,1502,39.4,126,10.699999999999989,6197.189444275322,66309.92705374588,59178.799999999996,1.036026936026936,4964.4,0
L,297.0,307.7,1315,60.1,128,10.699999999999989,8276.159326739391,88554.90479611138,79031.5,1.036026936026936,7692.8,0
M,297.0,307.7,1261,51.1,130,10.699999999999989,6747.8373326210285,72201.85945904492,64437.1,1.036026936026936,6643.0,0
L,297.1,307.8,1406,60.4,133,10.699999999999989,8893.052932173794,95155.6663742595,84922.4,1.0360148098283406,8033.2,0
L,297.1,307.8,1584,42.3,135,10.699999999999989,7016.5586962335865,75077.1780496993,67003.2,1.0360148098283406,5710.5,0
M,297.1,307.8,1443,43.9,137,10.699999999999989,6633.75563139367,70981.18525591219,63347.7,1.0360148098283406,6014.3,0
L,297.2,307.9,1580,35.8,140,10.699999999999989,5923.368228588434,63380.04004589618,56563.99999999999,1.0360026917900402,5012.0,0
L,297.2,307.9,1825,24.6,142,10.699999999999989,4701.393406097125,50304.90944523919,44895.0,1.0360026917900402,3493.2000000000003,0
L,297.2,307.9,1469,48.2,144,10.699999999999989,7414.766037051606,79337.9965964521,70805.8,1.0360026917900402,6940.8,0
L,297.2,307.9,1493,38.4,146,10.699999999999989,6003.709224716238,64239.68870446368,57331.2,1.0360026917900402,5606.4,0
M,297.3,308.0,1598,29.4,148,10.699999999999989,4919.85975922776,52642.499423736976,46981.2,1.0359905819038009,4351.2,0
H,297.2,307.9,1450,37.2,151,10.699999999999989,5648.583591154448,60439.84442535253,53940.00000000001,1.0360026917900402,5617.200000000001,0
M,297.2,307.9,1632,37.5,156,10.699999999999989,6408.849013323178,68574.68444255793,61200.0,1.0360026917900402,5850.0,0
M,297.1,307.9,1980,20.3,159,10.799999999999955,4209.105837279605,45458.34304261954,40194.0,1.036351396836082,3227.7000000000003,0
L,297.2,308.0,1474,43.7,162,10.800000000000011,6745.39736232674,72850.29151312888,64413.8,1.0363391655450875,7079.400000000001,0
L,297.2,307.9,1540,37.1,164,10.699999999999989,5983.058489006641,64018.72583237099,57134.0,1.0360026917900402,6084.400000000001,0
M,297.1,307.9,1609,38.9,166,10.799999999999955,6554.419944915017,70787.73540508188,62590.1,1.036351396836082,6457.4,0
L,297.1,308.0,1467,42.8,169,10.899999999999977,6575.10209655115,71668.61285240739,62787.6,1.0366879838438237,7233.2,0
L,297.1,307.9,1492,39.4,171,10.799999999999955,6155.929860758175,66484.042496188,58784.799999999996,1.036351396836082,6737.4,0
L,297.0,307.9,1493,46.1,173,10.899999999999977,7207.578001547359,78562.60021686605,68827.3,1.0367003367003367,7975.3,0
L,297.0,307.8,1500,39.9,175,10.800000000000011,6267.477343911637,67688.75531424575,59850.0,1.0363636363636364,6982.5,0
L,297.1,307.8,1477,36.6,177,10.699999999999989,5660.961466209593,60572.28768844258,54058.200000000004,1.0360148098283406,6478.2,0
L,297.1,307.9,1342,49.1,179,10.799999999999955,6900.215048295646,74522.32252159266,65892.2,1.036351396836082,8788.9,0
M,297.1,307.8,1538,34.3,181,10.699999999999989,5524.323129729459,59110.25748810515,52753.399999999994,1.0360148098283406,6208.299999999999,0
L,297.2,307.9,1337,58.1,184,10.699999999999989,8134.599161768635,87040.2110309243,77679.7,1.0360026917900402,10690.4,0
L,297.3,307.9,1417,41.8,186,10.599999999999966,6202.61392759052,65747.70763245929,59230.6,1.0356542213252606,7774.799999999999,0
L,297.4,308.0,1383,46.2,188,10.600000000000023,6691.026865468613,70924.88477396745,63894.600000000006,1.035642232683255,8685.6,0
M,297.4,308.0,1440,42.4,190,10.600000000000023,6393.769368585947,67773.95530701119,61056.0,1.035642232683255,8056.0,0
L,297.3,307.9,1579,34.4,193,10.599999999999966,5688.125770687631,60294.133169288696,54317.6,1.0356542213252606,6639.2,0
L,297.2,307.9,1441,40.0,195,10.699999999999989,6036.046685097189,64585.69953053985,57640.0,1.0360026917900402,7800.0,0
M,297.2,307.9,1530,35.9,197,10.699999999999989,5751.941989457552,61545.77928719574,54927.0,1.0360026917900402,7072.299999999999,0
L,297.2,308.0,1705,26.0,200,10.800000000000011,4642.226744454518,50136.048840108844,44330.0,1.0363391655450875,5200.0,0
H,297.2,308.0,1435,43.0,202,10.800000000000011,6461.732489658606,69786.71088831301,61705.0,1.0363391655450875,8686.0,0
M,297.2,308.1,1340,61.3,207,10.900000000000034,8601.890125039094,93760.60236292641,82142.0,1.0366756393001346,12689.099999999999,1
L,297.2,308.1,1431,49.7,210,10.900000000000034,7447.742287938787,81180.39093853303,71120.7,1.0366756393001346,10437.0,1
L,297.3,308.2,1396,52.7,212,10.899999999999977,7704.148608349274,83975.2198310069,73569.2,1.0366633030608812,11172.400000000001,1
M,297.3,308.1,1369,52.0,214,10.800000000000011,7454.789927458341,80511.73121655016,71188.0,1.0363269424823411,11128.0,0
L,297.3,308.1,1615,35.4,217,10.800000000000011,5986.933119946069,64658.87769541762,57171.0,1.0363269424823411,7681.799999999999,1
L,297.2,308.1,1662,31.3,0,10.900000000000034,5447.584493177773,59378.67097563791,52020.6,1.0366756393001346,0.0,0
L,297.3,308.2,1553,33.5,2,10.899999999999977,5448.097619977859,59384.26405775854,52025.5,1.0366633030608812,67.0,0
M,297.4,308.2,1536,34.6,4,10.800000000000011,5565.394217687392,60106.25755102389,53145.600000000006,1.0363147276395428,138.4,0
L,297.4,308.3,1548,46.6,7,10.900000000000034,7554.148031115873,82340.21353916328,72136.8,1.0366509751176867,326.2,0
L,297.4,308.3,1706,30.9,9,10.900000000000034,5520.343779034912,60171.747191480725,52715.399999999994,1.0366509751176867,278.09999999999997,0
L,297.4,308.3,1366,45.5,11,10.900000000000034,6508.646939952214,70944.25164547935,62153.0,1.0366509751176867,500.5,0
L,297.5,308.4,1440,35.9,13,10.899999999999977,5413.592460665931,59008.15782125852,51696.0,1.0366386554621847,466.7,0
M,297.5,308.4,1685,28.1,15,10.899999999999977,4958.323325283211,54045.72424558688,47348.5,1.0366386554621847,421.5,0
M,297.4,308.3,1444,44.0,18,10.900000000000034,6653.474361282703,72522.8705379817,63536.0,1.0366509751176867,792.0,0
L,297.4,308.3,1395,48.7,21,10.900000000000034,7114.293643686766,77545.80071618599,67936.5,1.0366509751176867,1022.7,0
L,297.4,308.3,1483,38.8,23,10.900000000000034,6025.61659748727,65679.22091261145,57540.399999999994,1.0366509751176867,892.4,0
M,297.5,308.4,1403,44.3,25,10.899999999999977,6508.636467976701,70944.1375009459,62152.899999999994,1.0366386554621847,1107.5,0
H,297.5,308.4,1793,23.9,28,10.899999999999977,4487.524250216244,48914.014327356956,42852.7,1.0366386554621847,669.1999999999999,0
L,297.4,308.3,1723,28.8,33,10.900000000000034,5196.445576449804,56641.25678330304,49622.4,1.0366509751176867,950.4,0
L,297.4,308.2,1386,41.0,35,10.800000000000011,5950.804804429787,64268.691887841764,56826.0,1.0363147276395428,1435.0,0
H,297.4,308.2,1585,46.2,37,10.800000000000011,7668.3135081473265,82817.78588799121,73227.0,1.0363147276395428,1709.4,0
M,297.3,308.1,1731,27.7,42,10.800000000000011,5021.17612230603,54228.70212090518,47948.7,1.0363269424823411,1163.3999999999999,0
L,297.3,308.3,1519,37.7,45,11.0,5996.912912608972,65966.0420386987,57266.3,1.0369996636394214,1696.5000000000002,0
L,297.3,308.2,1896,24.4,47,10.899999999999977,4844.587199247748,52806.00047180034,46262.399999999994,1.0366633030608812,1146.8,0
L,297.3,308.3,2358,14.9,49,11.0,3679.2448203251506,40471.693023576656,35134.200000000004,1.0369996636394214,730.1,0
M,297.3,308.3,1341,51.9,51,11.0,7288.275044842568,80171.02549326824,69597.9,1.0369996636394214,2646.9,0
L,297.3,308.3,1550,37.0,54,11.0,6005.677956112488,66062.45751723736,57350.0,1.0369996636394214,1998.0,0
L,297.3,308.3,1309,61.5,56,11.0,8430.30680627553,92733.37486903083,80503.5,1.0369996636394214,3444.0,0
M,297.3,308.4,1599,32.9,58,11.099999999999966,5509.0026295554535,61149.92918806535,52607.1,1.0373360242179614,1908.1999999999998,0
L,297.4,308.4,1343,40.0,61,11.0,5625.545245028124,61880.99769530936,53720.0,1.0369872225958305,2440.0,0
L,297.4,308.4,1378,39.9,63,11.0,5757.722519940157,63334.94771934173,54982.2,1.0369872225958305,2513.7,0
L,297.4,308.4,1603,34.6,65,11.0,5808.155554005786,63889.71109406365,55463.8,1.0369872225958305,2249.0,0
L,297.4,308.4,1664,28.1,67,11.0,4896.5281977871,53861.8101756581,46758.4,1.0369872225958305,1882.7,0
L,297.3,308.4,1488,37.4,69,11.099999999999966,5827.780036115209,64688.35840087863,55651.2,1.0373360242179614,2580.6,0
M,297.3,308.4,1370,50.5,71,11.099999999999966,7245.036257953661,80419.9024632854,69185.0,1.0373360242179614,3585.5,0
L,297.3,308.5,1545,34.3,74,11.199999999999989,5549.46634293369,62154.02304085726,52993.49999999999,1.0376723847965017,2538.2,0
M,297.4,308.5,1566,31.4,76,11.100000000000023,5149.321686645957,57157.47072177024,49172.399999999994,1.0373234700739746,2386.4,0
L,297.4,308.6,1820,24.6,79,11.200000000000045,4688.512876217407,52511.34421363517,44772.0,1.0376597175521185,1943.4,0
M,297.4,308.6,1901,22.1,81,11.200000000000045,4399.4968240626595,49274.364429501984,42012.100000000006,1.0376597175521185,1790.1000000000001,0
M,297.4,308.5,1638,32.2,84,11.100000000000023,5523.296876129288,61308.59532503522,52743.600000000006,1.0373234700739746,2704.8,0
